-1820,36
-1813,35
-1806,37
-1799,34
-1792,40
-1785,47
-1778,100
-1771,77
-1764,33
-1757,30
-1750,33
-1743,32
-1736,31
-1729,36
-1722,34
-1715,34
-1708,36
-1701,35
-1694,34
-1687,47
-1680,33
-1673,32
-1666,33
-1659,33
-1652,38
-1645,36
-1638,33
-1631,33
-1624,33
-1617,32
-1610,34
-1603,38
-1596,35
-1589,34
-1582,30
-1575,29
-1568,29
-1561,32
-1554,31
-1547,30
-1540,32
-1533,30
-1526,29
-1519,27
-1512,29
-1505,28
-1498,28
-1491,29
-1484,30
-1477,31
-1470,32
-1463,32
-1456,32
-1449,33
-1442,34
-1435,31
-1428,35
-1421,39
-1414,84
-1407,75
-1400,34
-1393,31
-1386,33
-1379,32
-1372,33
-1365,33
-1358,37
-1351,34
-1344,34
-1337,34
-1330,37
-1323,34
-1316,32
-1309,34
-1302,49
-1295,34
-1288,33
-1281,34
-1274,35
-1267,32
-1260,32
-1253,34
-1246,34
-1239,34
-1232,32
-1225,30
-1218,29
-1211,30
-1204,30
-1197,31
-1190,33
-1183,33
-1176,34
-1169,30
-1162,31
-1155,28
-1148,28
-1141,29
-1134,29
-1127,30
-1120,32
-1113,32
-1106,33
-1099,36
-1092,35
-1085,34
-1078,35
-1071,32
-1064,33
-1057,38
-1050,75
-1043,85
-1036,47
-1029,29
-1022,32
-1015,34
-1008,34
-1001,33
-994,38
-987,35
-980,36
-973,35
-966,34
-959,38
-952,48
-945,37
-938,32
-931,31
-924,32
-917,35
-910,37
-903,35
-896,38
-889,36
-882,34
-875,34
-868,29
-861,30
-854,28
-847,29
-840,30
-833,30
-826,30
-819,32
-812,33
-805,31
-798,30
-791,27
-784,28
-777,27
-770,28
-763,29
-756,31
-749,32
-742,33
-735,36
-728,32
-721,32
-714,34
-707,31
-700,34
-693,38
-686,61
-679,90
-672,62
-665,30
-658,33
-651,33
-644,34
-637,34
-630,38
-623,34
-616,34
-609,33
-602,33
-595,35
-588,33
-581,33
-574,34
-567,46
-560,35
-553,35
-546,39
-539,37
-532,36
-525,35
-518,31
-511,32
-504,30
-497,27
-490,28
-483,29
-476,30
-469,30
-462,30
-455,32
-448,34
-441,32
-434,30
-427,29
-420,29
-413,28
-406,29
-399,32
-392,32
-385,34
-378,33
-371,37
-364,34
-357,34
-350,35
-343,36
-336,34
-329,37
-322,57
-315,99
-308,74
-301,32
-294,33
-287,34
-280,33
-273,35
-266,40
-259,35
-252,36
-245,35
-238,33
-231,40
-224,52
-217,66
-210,85
-203,75
-196,71
-189,78
-182,77
-175,67
-168,62
-161,53
-154,52
-147,48
-140,48
-133,42
-126,40
-119,39
-112,38
-105,38
-98,36
-91,36
-84,37
-77,36
-70,35
-63,33
-56,33
-49,33
-42,34
-35,34
-28,35
-21,37
-14,38
-7,37
0,39
7,45
14,46
21,44
28,46
35,51
42,85
49,98
56,63
63,43
70,46
77,47
84,47
91,48
98,52
105,49
112,50
119,49
126,50
133,53
140,55
147,54
154,60
161,58
168,55
175,58
182,59
189,56
196,57
203,55
210,55
217,56
224,53
231,52
238,50
245,50
252,51
259,52
266,52
273,53
280,55
287,52
294,52
301,50
308,51
315,51
322,51
329,53
336,54
343,55
350,56
357,58
364,57
371,58
378,59
385,57
392,60
399,64
406,99
413,111
420,76
427,57
434,59
441,60
448,60
455,61
462,65
469,62
476,63
483,62
490,63
497,66
504,68
511,68
518,73
525,71
532,68
539,71
546,72
553,69
560,70
567,68
574,68
581,69
588,66
595,65
602,63
609,64
616,64
623,65
630,65
637,66
644,68
651,66
658,65
665,63
672,64
679,64
686,64
693,66
700,67
707,68
714,69
721,71
728,70
