-1820,78
-1813,72
-1806,72
-1799,68
-1792,69
-1785,66
-1778,65
-1771,69
-1764,69
-1757,68
-1750,70
-1743,68
-1736,66
-1729,76
-1722,75
-1715,68
-1708,74
-1701,65
-1694,65
-1687,66
-1680,65
-1673,67
-1666,66
-1659,64
-1652,65
-1645,65
-1638,61
-1631,62
-1624,59
-1617,59
-1610,67
-1603,56
-1596,57
-1589,55
-1582,56
-1575,54
-1568,54
-1561,56
-1554,57
-1547,55
-1540,55
-1533,61
-1526,76
-1519,77
-1512,75
-1505,75
-1498,75
-1491,76
-1484,75
-1477,73
-1470,72
-1463,73
-1456,71
-1449,75
-1442,72
-1435,69
-1428,67
-1421,67
-1414,64
-1407,66
-1400,70
-1393,79
-1386,76
-1379,75
-1372,75
-1365,73
-1358,71
-1351,71
-1344,70
-1337,70
-1330,69
-1323,68
-1316,66
-1309,66
-1302,67
-1295,69
-1288,68
-1281,67
-1274,67
-1267,67
-1260,63
-1253,61
-1246,61
-1239,63
-1232,60
-1225,63
-1218,60
-1211,65
-1204,63
-1197,62
-1190,65
-1183,65
-1176,64
-1169,67
-1162,82
-1155,82
-1148,77
-1141,77
-1134,80
-1127,79
-1120,79
-1113,80
-1106,78
-1099,81
-1092,85
-1085,80
-1078,74
-1071,75
-1064,75
-1057,71
-1050,68
-1043,72
-1036,74
-1029,78
-1022,78
-1015,75
-1008,76
-1001,73
-994,72
-987,75
-980,76
-973,74
-966,74
-959,75
-952,74
-945,71
-938,73
-931,69
-924,68
-917,71
-910,70
-903,65
-896,66
-889,64
-882,65
-875,65
-868,65
-861,73
-854,70
-847,69
-840,69
-833,68
-826,68
-819,67
-812,69
-805,73
-798,92
-791,80
-784,79
-777,78
-770,81
-763,83
-756,80
-749,83
-742,81
-735,86
-728,84
-721,84
-714,82
-707,88
-700,83
-693,82
-686,78
-679,78
-672,87
-665,83
-658,84
-651,82
-644,84
-637,85
-630,93
-623,86
-616,80
-609,81
-602,80
-595,80
-588,79
-581,80
-574,81
-567,78
-560,73
-553,79
-546,82
-539,81
-532,74
-525,76
-518,72
-511,73
-504,75
-497,71
-490,70
-483,75
-476,75
-469,76
-462,78
-455,77
-448,80
-441,84
-434,90
-427,86
-420,87
-413,84
-406,83
-399,87
-392,88
-385,89
-378,85
-371,88
-364,93
-357,93
-350,91
-343,86
-336,86
-329,84
-322,83
-315,93
-308,87
-301,85
-294,87
-287,92
-280,88
-273,86
-266,83
-259,84
-252,85
-245,89
-238,84
-231,84
-224,94
-217,98
-210,97
-203,92
-196,99
-189,97
-182,87
-175,88
-168,84
-161,83
-154,81
-147,83
-140,78
-133,77
-126,77
-119,75
-112,77
-105,79
-98,78
-91,82
-84,77
-77,83
-70,91
-63,90
-56,92
-49,91
-42,91
-35,93
-28,92
-21,90
-14,92
-7,93
0,100
7,98
14,95
21,96
28,94
35,92
42,89
49,92
56,95
63,98
70,99
77,97
84,97
91,96
98,97
105,96
112,95
119,94
126,93
133,93
140,93
147,92
154,92
161,91
168,90
175,91
182,90
189,89
196,87
203,86
210,88
217,86
224,85
231,87
238,86
245,87
252,87
259,87
266,88
273,87
280,87
287,91
294,106
301,104
308,102
315,101
322,103
329,104
336,103
343,103
350,101
357,104
364,105
371,104
378,100
385,101
392,99
399,97
406,94
413,97
420,100
427,103
434,104
441,102
448,102
455,102
462,103
469,101
476,100
483,99
490,98
497,98
504,98
511,97
518,98
525,96
532,95
539,97
546,95
553,94
560,92
567,91
574,93
581,92
588,90
595,92
602,92
609,92
616,92
623,92
630,93
637,92
644,92
651,97
658,111
665,109
672,107
679,106
686,108
693,109
700,108
707,108
714,107
721,109
728,110
