-357,39
-350,48
-343,100
-336,34
-329,33
-322,42
-315,74
-308,47
-301,32
-294,32
-287,34
-280,32
-273,35
-266,37
-259,32
-252,31
-245,33
-238,35
-231,40
-224,51
-217,65
-210,92
-203,89
-196,85
-189,91
-182,93
-175,79
-168,74
-161,67
-154,64
-147,62
-140,77
-133,65
-126,63
-119,63
-112,58
-105,59
-98,49
-91,46
-84,51
-77,46
-70,45
-63,43
-56,44
-49,38
-42,44
-35,40
-28,41
-21,47
-14,41
-7,40
0,34
7,35
14,35
21,35
28,35
35,35
42,35
49,35
56,35
63,35
70,35
77,35
84,35
91,35
